FREIMELD_PRO.EINWAHL_URL_PREISLIST  VARCHAR(100)
FREIMELD_PRO.ONLINE_PREISLISTEN  INTEGER
FREIMELD_PRO.NUR_GESAMT_PERS_UEBERTRAGEN  INTEGER
FREIMELD_PRO.PRO_KATE_ZEITRAUM_1MAL  INTEGER
FREIMELD_PRO.KURTAXE_BUCHEN  INTEGER
FREIMELD_PRO.KREDITKARTEN_DATEN_SPEICHERN  INTEGER
FREIMELD_PRO.RES_BESTAETIGUNG_SENDEN  INTEGER
FREIMELD_PRO.URL  VARCHAR(255)
FREIMELD_PRO.TEMPLATE_PFAD  VARCHAR(255)
FREIMELD_PRO.ADRESSE_PRUEFEN  INTEGER
FREIMELD_PRO.MAND_NR  INTEGER
FREIMELD_PRO.USE_PMSCODE  INTEGER
FREIMELD_PRO.AN_AB_STORNO_BED_SENDEN  INTEGER
FREIMELD_PRO.PROG_AS_SERVICE  INTEGER
FREIMELD_PRO.PRINT_XML  INTEGER
FREIMELD_PRO.PREISLISTEN_OHNE_MIN_MAX  INTEGER
FREIMELD_PRO.MAND_NR_VERWENDEN  INTEGER
FREIMELD_PRO.STORNO_IN_9999_VERSCHIEBEN  INTEGER
FREIMELD_PRO.BUSEG_AUS_SOURE_ERMITTELN  INTEGER
FREIMELD_PRO.NO_BOOKING_UPDATE  INTEGER
FREIMELD_PRO.DEFAULT_GS_LEIST_LNR  INTEGER
FREIMELD_PRO.KEINEN_KATE_ABGLEICH  INTEGER
FREIMELD_PRO.RES_MIT_ZAHLUNG_AUF_9999  INTEGER
FREIMELD_PRO.GAST_SEG_NICHT_VERSENDEN  INTEGER
FREIMELD_PRO.NACHRATEPLAN  INTEGER
FREIMELD_PRO.KEIN_UPDATE_AUF_CI  INTEGER
FREIMELD_PRO.ZUSATZLEIST_AUFBUCHEN  INTEGER
FREIMELD_PRO.REQUEST_TAGE_VOR  INTEGER
FREIMELD_PRO.KEIN_ZIMMER_FREI_AUF_9999  INTEGER
FREIMELD_PRO.GUTS_CODE_LEIST_LNR  INTEGER
FREIMELD_PRO.DEFAULT_PREISLIST_LNR  INTEGER
FREIMELD_PRO.ADR_EXEC  TIMESTAMP
FREIMELD_PRO.PREIS_ABF_NACH_KATE_PRL  INTEGER
FREIMELD_PRO.NO_ZIMMER_ZUWEISUNG  INTEGER
FREIMELD_PRO.NO_KATEGORIE_ZUSAMMENFASSEN  INTEGER
FREIMELD_PRO.OHNE_ZIMMER_UMZUG  INTEGER
FREIMELD_PRO.PREISLIST9999_VERWENDEN  INTEGER
FREIMELD_PRO.ADR_FIRMA_ERFASSEN  INTEGER
FREIMELD_PRO.ROTER_KNOPF_AKTIV  INTEGER
FREIMELD_PRO.ROTER_KNOPF_BEGIN  TIMESTAMP
FREIMELD_PRO.ROTER_KNOPF_MIN_DEAKTIVERT  INTEGER
FREIMELD_PRO.KEINE_LEISTUNG_AUFBUCHEN  INTEGER
FREIMELD_PRO.NACH_ZINR  INTEGER
FREIMELD_PRO.WEITERE_ADR_ALS_BEGLEIT  INTEGER
FREIMELD_PRO.ONLINE_PREISLISTEN_O_KIND  INTEGER
FREIMELD_PRO.LEISTUNG_BETRAG0_ERF  INTEGER
FREIMELD_PRO.VERSIONING  BIGINT
FREIMELD_PRO.OBJEKTVERWALTUNG  INTEGER
FREIMELD_PRO.PREISLISTEN_OHNE_VERERB  INTEGER
FREIMELD_PRO.KINDER_PRL9999_VERWENDEN  INTEGER
FREIMELD_PRO.BOOKING_OHNE_RATES  INTEGER
FREIMELD_PRO.ANZ  VARCHAR(10)
FREIMELD_PRO.ABZ  VARCHAR(10)
FREIMELD_PRO.EINL_PROZENT  INTEGER
FREIMELD_PRO.PAUSCHALEN_MIT_FOLGE_ARR  INTEGER
FREIMELD_PRO.PREISUEB_NUR_M_GESAMT  INTEGER
FREIMELD_PRO.PR_AUS_FREIMELD_KATE_PRL  INTEGER
FREIMELD_PRO.PAYMENT_EINLESEN  INTEGER
FREIMELD_PRO.PAYMENT_LNR_DEVI  INTEGER
FREIMELD_PRO.PREISLIST_MATCHC  VARCHAR(2048)
FREIMELD_PRO.ALTE_VERBUCHUNGSART  INTEGER
FREIMELD_PRO.OPTIONS_DATUM  INTEGER
FREIMELD_PRO.TIMER_INTERVALL_SEC  INTEGER
FREIMELD_PRO.DEFAULT_MAPPING  VARCHAR(20)
FREIMELD_PRO.RESTRIKTION_NO  INTEGER
FREIMELD_PRO.MIN_PERS_ALS_START  INTEGER
FREIMELD_PRO.ARTIKEL_O_MAP_DEL  INTEGER
FREIMELD_PRO.REST_TRANSFER_TEMP  INTEGER
FREIMELD_PRO.ADDONS_MULTI  INTEGER
FREIMELD_PRO.OHNE_SPLITTING  INTEGER
FREIMELD_PRO.LOGISLEIST_KOMP  INTEGER
FREIMELD_PRO.ADR_BEGL_NICHT_KOR  INTEGER
FREIMELD_PRO.ADD_ON_NICHT_VERBUCHEN  INTEGER
FREIMELD_PRO.BUCH_AUF_KATE_CHECKEN  INTEGER
FREIMELD_PRO.PREISLIST_VORS_TAGE  INTEGER
FREIMELD_PRO.REVENUE_UMS_NETTO  INTEGER
FREIMELD_PRO.DEBUG_MODUS  INTEGER
FREIMELD_PRO.GS_UMSATZ_VERB  INTEGER
FREIMELD_PRO.ADRESSE_PRUEFEN_NVSP  INTEGER
FREIMELD_PRO.DELETE_ONLY_ONE  INTEGER
FREIMELD_PRO.YIELD_KEIN_UMSATZ  INTEGER
FREIMELD_PRO.YIELD_IMPORT_VARI  INTEGER
FREIMELD_PRO.YIELD_FULLBASEAMOUNTS  INTEGER
FREIMELD_REST_CON.LNR  INTEGER
FREIMELD_REST_CON.BESCHREIBUNG  VARCHAR(30)
FREIMELD_REST_CON.PROVIDER_LNR  INTEGER
FREIMELD_REST_CON.LNR_KATE  INTEGER
FREIMELD_REST_CON.MATCHC  VARCHAR(20)
FREIMELD_REST_CON.MINLOS  INTEGER
FREIMELD_REST_CON.MAXLOS  INTEGER
FREIMELD_REST_CON.K_AN_MO  INTEGER
FREIMELD_REST_CON.K_AN_DI  INTEGER
FREIMELD_REST_CON.K_AN_MI  INTEGER
FREIMELD_REST_CON.K_AN_DO  INTEGER
FREIMELD_REST_CON.K_AN_FR  INTEGER
FREIMELD_REST_CON.K_AN_SA  INTEGER
FREIMELD_REST_CON.K_AN_SO  INTEGER
FREIMELD_REST_CON.AUSLASTUNG_OK  INTEGER
FREIMELD_REST_CON.AUSLASTUNG_PROZ  BIGINT
FREIMELD_REST_CON.DATUM_OK  INTEGER
FREIMELD_REST_CON.VONDATUM  DATE
FREIMELD_REST_CON.BISDATUM  DATE
FREIMELD_REST_CON.VORS_TAGE_BED  INTEGER
FREIMELD_REST_CON.VORS_TAGE  INTEGER
FREIMELD_REST_CON.STRATEGIE  INTEGER
FREIMELD_REST_CON.INTERVALL  INTEGER
FREIMELD_REST_CON.INTERVALL_STD  INTEGER
FREIMELD_REST_CON.LAST_EXEC  TIMESTAMP
FREIMELD_REST_CON.PRIO  INTEGER
FREIMELD_REST_CON.GRUPPE_ERF  INTEGER
FREIMELD_REST_CON.TA_STATUS  INTEGER
FREIMELD_REST_CON.ERF_DATUMZEIT  TIMESTAMP
FREIMELD_REST_CON.ERF_USERID  INTEGER
FREIMELD_REST_CON.KOR_DATUM  TIMESTAMP
FREIMELD_REST_CON.KOR_USERID  INTEGER
FREIMELD_REST_CON.AUSLASTUNG_BED  INTEGER
FREIMELD_REST_CON.TG_ABS_AKT  INTEGER
FREIMELD_REST_CON.EXECUTE_LAST  TIMESTAMP
FREIMELD_REST_CON.EXECUTE_OK  INTEGER
FREIMELD_VAKANZ.LNR  INTEGER
FREIMELD_VAKANZ.PROVIDER  INTEGER
FREIMELD_VAKANZ.KATE_EXTERN  VARCHAR(20)
FREIMELD_VAKANZ.UEBTR_DATUM  TIMESTAMP
FREIMELD_VAKANZ.DATUM  DATE
FREIMELD_VAKANZ.VERFUEGBAR  INTEGER
FREIMELD_VAKANZ.MINSTAY  INTEGER
FREIMELD_VAKANZ.MAXSTAY  INTEGER
FREIMELD_VAKANZ.BETRAG  BIGINT
FREIMELD_VAKANZ.TAGBETRAG  BIGINT
FREIMELD_VAKANZ.TAGBETRAG_NETTO  BIGINT
FREIMELD_VAKANZ.BETRAG_NETTO  BIGINT
FUNDBUERO.LNR  INTEGER
FUNDBUERO.LNR_ADR  INTEGER
FUNDBUERO.LNR_GK  INTEGER
FUNDBUERO.BETREFF  VARCHAR(100)
FUNDBUERO.BESCHREIBUNG  VARCHAR(512)
FUNDBUERO.BILD  BLOB
FUNDBUERO.TA_STATUS  INTEGER
FUNDBUERO.ERF_DATETIME  TIMESTAMP
FUNDBUERO.ERF_USERID  INTEGER
FUNDBUERO.KOR_DATETIME  TIMESTAMP
FUNDBUERO.KOR_USERID  INTEGER
GARAGEN.LNR  INTEGER
GARAGEN.GARAGE  VARCHAR(5)
GARAGEN.TA_STATUS  INTEGER
GAR_BELEG.LNR  INTEGER
GAR_BELEG.LNR_GARAGE  INTEGER
GAR_BELEG.LNR_GK  INTEGER
GAR_BELEG.ANREISE  DATE
GAR_BELEG.ABREISE  DATE
GAR_BELEG.TA_STATUS  INTEGER
GAR_BELEG.ERF_DATUM  DATE
GAR_BELEG.ERF_USERID  INTEGER
GAR_BELEG.ERF_ZEIT  TIME
GAR_BELEG.KOR_DATUM  DATE
GAR_BELEG.KOR_ZEIT  TIME
GAR_BELEG.KOR_USERID  INTEGER
GASTARTEN.LNR  INTEGER
GASTARTEN.MAND_NR  INTEGER
GASTARTEN.BEZEICHN  VARCHAR(30)
GASTARTEN.MATCHC  VARCHAR(10)
GASTARTEN.OBJEKT_NR  INTEGER
GASTARTEN.TYP  INTEGER
GASTARTEN.ERF_DATUM  DATE
GASTARTEN.ERF_USERID  INTEGER
GASTARTEN.KOR_DATUM  DATE
GASTARTEN.KOR_ZEIT  TIME
GASTARTEN.KOR_USERID  INTEGER
GASTARTEN.TA_STATUS  INTEGER
GASTARTEN.ERF_ZEIT  TIME
GASTARTEN.MINUSJAHRE  INTEGER
GASTARTEN.ALTER_VON  INTEGER
GASTARTEN.ALTER_BIS  INTEGER
GASTARTEN.KARTE_OK  SMALLINT
GASTARTEN.SORT_NR  INTEGER
GASTARTEN.ADR_BEHINDERT  INTEGER
GASTHIST.LNR  INTEGER
GASTHIST.MAND_NR  INTEGER
GASTHIST.ADR_LNR  INTEGER
GASTHIST.VONDATUM  DATE
GASTHIST.BISDATUM  DATE
GASTHIST.TAGE  INTEGER
GASTHIST.OBJEKT  VARCHAR(5)
GASTHIST.ZINR  VARCHAR(10)
GASTHIST.PERSONEN  INTEGER
GASTHIST.EINZELPR  BIGINT
GASTHIST.LOGIUM  BIGINT
GASTHIST.SONSTUM  BIGINT
GASTHIST.RECH_NR  INTEGER
GASTHIST.RE_LAUF  INTEGER
GASTHIST.FIRMA_NR  INTEGER
GASTHIST.ANZAHL_ZI  INTEGER
GASTHIST.ANZKINDER  INTEGER
GASTHIST.STO_BETRAG  BIGINT
GASTHIST.ERF_DATUM  DATE
GASTHIST.ERF_USERID  INTEGER
GASTHIST.ERF_ZEIT  TIME
GASTHIST.TA_STATUS  INTEGER
GASTHIST.ANZJUG  INTEGER
GASTHIST.LNR_CO  INTEGER
GASTHIST.LNR_ZI  INTEGER
GASTHIST.EXT_BUCHNR  VARCHAR(10)
GASTKONT.LNR  INTEGER
GASTKONT.MAND_NR  INTEGER
GASTKONT.VONAUFH  DATE
GASTKONT.BISAUFH  DATE
GASTKONT.AUFTAGE  INTEGER
GASTKONT.LNR_KATE  INTEGER
GASTKONT.LNR_ZINR  INTEGER
GASTKONT.GARAGE  VARCHAR(50)
GASTKONT.BU_ST_OPTION  INTEGER
GASTKONT.RESVBDAT  DATE
GASTKONT.BEMERK  VARCHAR(100)
GASTKONT.DATEINAME  VARCHAR(50)
GASTKONT.GASTNR_1  INTEGER
GASTKONT.GASTNR_2  INTEGER
GASTKONT.GASTNR_3  INTEGER
GASTKONT.PERSZAHL  INTEGER
GASTKONT.ANZKINDER  INTEGER
GASTKONT.FA_LOGI  INTEGER
GASTKONT.FA_LEIST  INTEGER
GASTKONT.FA_RABAT  BIGINT
GASTKONT.FA_KURT  INTEGER
GASTKONT.BEGLEITOK  INTEGER
GASTKONT.KIND1OK  INTEGER
GASTKONT.KIND2OK  INTEGER
GASTKONT.KIND3OK  INTEGER
GASTKONT.KIND4OK  INTEGER
GASTKONT.BUCH_STATUS  INTEGER
GASTKONT.TARIF  INTEGER
GASTKONT.VERK_NR  INTEGER
GASTKONT.TERMINDAT  TIMESTAMP
GASTKONT.REST_LIM  INTEGER
GASTKONT.GAST_GR  INTEGER
GASTKONT.EIGT_EW  INTEGER
GASTKONT.EIGT_K  INTEGER
GASTKONT.EIGT_MW  BIGINT
GASTKONT.EIGT_HA  BIGINT
GASTKONT.OBJEKT  VARCHAR(5)
GASTKONT.QPLUS_E  BIGINT
GASTKONT.QPLUS_K  BIGINT
GASTKONT.PR_CODE  INTEGER
GASTKONT.TA_STATUS  INTEGER
GASTKONT.SHARE_NR  INTEGER
GASTKONT.ERF_DATUM  DATE
GASTKONT.ERF_ZEIT  TIME
GASTKONT.ERF_USERID  INTEGER
GASTKONT.KOR_DATUM  DATE
GASTKONT.KOR_ZEIT  TIME
GASTKONT.KOR_USERID  INTEGER
GASTKONT.ANZJUGEND  INTEGER
GASTKONT.NAMEN_ZUSATZ  VARCHAR(50)
GASTKONT.TGABSDATUM  TIMESTAMP
GASTKONT.CI_STATUS  INTEGER
GASTKONT.BESTELLT_DURCH  VARCHAR(100)
GASTKONT.REG_MODE  INTEGER
GASTKONT.NOTIZ  VARCHAR(512)
GASTKONT.ABR_TYP  INTEGER
GASTKONT.BELEGUNGSART  INTEGER
GASTKONT.TISCH  VARCHAR(10)
GASTKONT.ANS_G1  INTEGER
GASTKONT.ANS_G2  INTEGER
GASTKONT.ANS_G3  INTEGER
GASTKONT.PROV_EMPF_NR  INTEGER
GASTKONT.BESTELLT_NR  INTEGER
GASTKONT.PROV_PRO  BIGINT
GASTKONT.VONZEIT  TIME
GASTKONT.BISZEIT  TIME
GASTKONT.SCHLIES_GEN  INTEGER
GASTKONT.DUMMY  INTEGER
GASTKONT.UMZUG_ZINR  VARCHAR(20)
GASTKONT.SCHL_GASTNR  INTEGER
GASTKONT.PM  SMALLINT
GASTKONT.HOTELO_PASS  VARCHAR(20)
GASTKONT.ANZKLEINKIND  INTEGER
GASTKONT.IE_STATUS  INTEGER
GASTKONT.IE_GK_LNR  INTEGER
GASTKONT.MELD_STATUS  INTEGER
GASTKONT.STATUS1  INTEGER
GASTKONT.STATUS2  INTEGER
GASTKONT.ANZA_BETRAG  BIGINT
GASTKONT.ANZA_DATUM  DATE
GASTKONT.BELGEIT_ALS_RE_EMPF  SMALLINT
GASTKONT.ENERG_STEU_LNR  INTEGER
GASTKONT.KURS_LNR  INTEGER
GASTKONT.KIND5OK  INTEGER
GASTKONT.A2_BEGLEITOK  INTEGER
GASTKONT.A2_KIND1OK  INTEGER
GASTKONT.A2_KIND2OK  INTEGER
GASTKONT.A2_KIND3OK  INTEGER
GASTKONT.A2_KIND4OK  INTEGER
GASTKONT.A2_KIND5OK  INTEGER
GASTKONT.A3_BEGLEITOK  INTEGER
GASTKONT.A3_KIND1OK  INTEGER
GASTKONT.A3_KIND2OK  INTEGER
GASTKONT.A3_KIND3OK  INTEGER
GASTKONT.A3_KIND4OK  INTEGER
GASTKONT.A3_KIND5OK  INTEGER
GASTKONT.KONTINGENT  SMALLINT
GASTKONT.AN_AB_STATUS  INTEGER
GASTKONT.MELDESCHEIN_SPERREN  INTEGER
GASTKONT.RES_OPTION2  INTEGER
GASTKONT.REINIGUNG_JA_NEIN  INTEGER
GASTKONT.ERFASSUNGS_LAUF  INTEGER
GASTKONT.ERFASSUNG_UNDODER  INTEGER
GASTKONT.STORNO_DATUM  DATE
GASTKONT.PRE_CHECKOUT_STATUS  INTEGER
GASTKONT.PARTY_NR  INTEGER
GASTKONT.RESV_KATE_LNR  INTEGER
GASTKONT.ANZKINDER2  INTEGER
GASTKONT.GREENOPTIONS  INTEGER
GASTKONT.REISEZWECK  INTEGER
GASTKONT.GAST_IH_STATUS  INTEGER
GASTKONT.NACHRICHT_ERWUENSCHT  INTEGER
GASTKONT.MARKSEG  INTEGER
GASTKONT.ANG_LNR  INTEGER
GASTKONT.ANG_KATE_ZI_LNR  INTEGER
GASTKONT.TEMP_RES  INTEGER
GASTKREF.LNR  INTEGER
GASTKREF.GK_LNR  INTEGER
GASTKREF.REF_NR  VARCHAR(50)
GASTKREF.TA_STATUS  INTEGER
GASTKREF.ERF_DATUMZEIT  TIMESTAMP
GASTKREF.INET_REF_NR  VARCHAR(50)
GASTKREF.TEXT1  VARCHAR(200)
GASTKREF.TEXT2  VARCHAR(200)
GASTKREF.TEXT3  VARCHAR(200)
GASTKREF.TEXT4  VARCHAR(50)
GASTKREF.TEXT5  VARCHAR(200)
GASTKREF.TEXT_BEMERK  VARCHAR(200)
GASTKREF.TEXT_MARKETING  VARCHAR(2048)
GASTKREF.FREIGABE_MARKETING  INTEGER
GASTKREF.PUTZ_NR  INTEGER
GASTKREF.REF_STORNO  VARCHAR(50)
GASTKREF.USERID_BEARBEITUNG  INTEGER
GASTKREF.BEARBEITUNGS_PASSWORT  VARCHAR(10)
GASTKREF.PRECHECKIN_DONE  SMALLINT
GASTKREF.EXT_SOURCE  VARCHAR(30)
GASTKREF.EXT_REFNR  VARCHAR(50)
GASTKREF.FISKAL_START  VARCHAR(30)
GASTKREF.FISKAL_START_DATUM  VARCHAR(30)
GASTKREF.FISKAL_LNR  INTEGER
GASTKREF.KOMFORTCI_DONE  INTEGER
GASTKSIGNO.LNR  INTEGER
GASTKSIGNO.GK_LNR  INTEGER
GASTKSIGNO.ADR_LNR  INTEGER
GASTKSIGNO.SIGNATUR  BLOB
GASTKSIGNO.SIGNDATA  BLOB
GASTKSIGNO.IMAGEDATA  BLOB
GASTKSIGNO.CERT  BLOB
GASTKSIGNO.TA_STATUS  INTEGER
GASTKSIGNO.ERF_DATUMZEIT  TIMESTAMP
GASTKSIGNO.INFO  BLOB
GASTKSIGNO.INFO_RECHN  BLOB
GASTKZAREF.LNR  INTEGER
GASTKZAREF.GK_LNR  INTEGER
GASTKZAREF.TOKEN  VARCHAR(512)
GASTKZAREF.TA_STATUS  INTEGER
GASTKZAREF.ERF_DATUMZEIT  TIMESTAMP
GASTKZUS_TEXT.LNR  INTEGER
GASTKZUS_TEXT.GK_LNR  INTEGER
GASTKZUS_TEXT.ZUSTEXT_LNR  INTEGER
GASTKZUS_TEXT.TA_STATUS  INTEGER
GASTKZUS_TEXT.ERF_DATUMZEIT  TIMESTAMP
GAST_LEISTUNG.LNR  INTEGER
GAST_LEISTUNG.LEISTUNG_LNR  INTEGER
GAST_LEISTUNG.BETRAG  BIGINT
GAST_LEISTUNG.MENGE  INTEGER
GAST_LEISTUNG.EINMALIG  INTEGER
GAST_LEISTUNG.EINM_STATUS  INTEGER
GAST_LEISTUNG.DATUM  INTEGER
GAST_LEISTUNG.TAEGLICH  INTEGER
GAST_LEISTUNG.PROPERSON  INTEGER
GAST_LEISTUNG.BEDINGUNG1  INTEGER
GAST_LEISTUNG.BEDINGUNG2  INTEGER
GAST_LEISTUNG.PA_ANREISE  DATE
GAST_LEISTUNG.PA_ABREISE  DATE
GAST_LEISTUNG.PA_DATUM  DATE
GAST_LEISTUNG.TA_STATUS  INTEGER
GAST_LEISTUNG.ERF_DATUM  DATE
GAST_LEISTUNG.ERF_USERID  INTEGER
GAST_LEISTUNG.KOR_DATUM  DATE
GAST_LEISTUNG.KOR_ZEIT  TIME
GAST_LEISTUNG.KOR_USERID  INTEGER
GAST_LEISTUNG.ERF_ZEIT  TIME
GAST_LEISTUNG.ABTAGE  INTEGER
GAST_LEISTUNG.BISTAGE  INTEGER
GAST_LEISTUNG.MAND_NR  INTEGER
GES_JAHR.LNR  INTEGER
GES_JAHR.MAND_NR  INTEGER
GES_JAHR.GES_JAHR  INTEGER
GES_JAHR.VON  DATE
GES_JAHR.BIS  DATE
GES_JAHR.BEMERK  VARCHAR(50)
GES_JAHR.ZIMMERZAHL  INTEGER
GES_JAHR.BETTENZAHL  INTEGER
GES_JAHR.OFFENE_TAGE  INTEGER
GES_JAHR.TA_STATUS  INTEGER
GES_JAHR.ERF_DATUM  DATE
GES_JAHR.ERF_USERID  INTEGER
GES_JAHR.ERF_ZEIT  TIME
GES_JAHR.KOR_DATUM  DATE
GES_JAHR.KOR_ZEIT  TIME
GES_JAHR.KOR_USERID  INTEGER
GES_JAHR.ZIMM_BELEG_JAN  INTEGER
GES_JAHR.ZIMM_BELEG_FEB  INTEGER
GES_JAHR.ZIMM_BELEG_MAR  INTEGER
GES_JAHR.ZIMM_BELEG_APR  INTEGER
GES_JAHR.ZIMM_BELEG_MAI  INTEGER
GES_JAHR.ZIMM_BELEG_JUN  INTEGER
GES_JAHR.ZIMM_BELEG_JUL  INTEGER
GES_JAHR.ZIMM_BELEG_AUG  INTEGER
GES_JAHR.ZIMM_BELEG_SEPT  INTEGER
GES_JAHR.ZIMM_BELEG_OKT  INTEGER
GES_JAHR.ZIMM_BELEG_NOV  INTEGER
GES_JAHR.ZIMM_BELEG_DEZ  INTEGER
GES_JAHR.S_ZIMM_BELEG_JAN  INTEGER
GES_JAHR.S_ZIMM_BELEG_FEB  INTEGER
GES_JAHR.S_ZIMM_BELEG_MAR  INTEGER
GES_JAHR.S_ZIMM_BELEG_APR  INTEGER
GES_JAHR.S_ZIMM_BELEG_MAI  INTEGER
GES_JAHR.S_ZIMM_BELEG_JUN  INTEGER
GES_JAHR.S_ZIMM_BELEG_JUL  INTEGER
GES_JAHR.S_ZIMM_BELEG_AUG  INTEGER
GES_JAHR.S_ZIMM_BELEG_SEPT  INTEGER
GES_JAHR.S_ZIMM_BELEG_OKT  INTEGER
GES_JAHR.S_ZIMM_BELEG_NOV  INTEGER
GES_JAHR.S_ZIMM_BELEG_DEZ  INTEGER
GK_MANU_SPLIT.LNR  INTEGER
GK_MANU_SPLIT.GK_LNR  INTEGER
GK_MANU_SPLIT.BUCHKONT_LNR  INTEGER
GK_MANU_SPLIT.BEZEICHN  VARCHAR(512)
GK_MANU_SPLIT.BETRAG  BIGINT
GK_MANU_SPLIT.MENGE  INTEGER
GK_MANU_SPLIT.EINMALIG  INTEGER
GK_MANU_SPLIT.TAEGLICH  INTEGER
GK_MANU_SPLIT.PROPERSON  INTEGER
GK_MANU_SPLIT.DATUM  INTEGER
GK_MANU_SPLIT.TA_STATUS  INTEGER
GK_MANU_SPLIT.ERF_DATUM  DATE
GK_MANU_SPLIT.ERF_USERID  INTEGER
GK_MANU_SPLIT.KOR_DATUM  DATE
GK_MANU_SPLIT.KOR_ZEIT  TIME
GK_MANU_SPLIT.KOR_USERID  INTEGER
GK_MANU_SPLIT.ERF_ZEIT  TIME
GK_MANU_SPLIT.LEISTUNG_LNR  INTEGER
GK_MANU_SPLIT.BETRAG_PROZ  BIGINT
GK_MANU_SPLIT.BRUTTO_NETTO  INTEGER
GK_MANU_SPLIT.SORT_NR  INTEGER
GK_MANU_SPLIT.PROZ_VOM_REDUZ_BETR  INTEGER
GLOB_LEISTUNG.LNR  INTEGER
GLOB_LEISTUNG.LEISTUNG_LNR  INTEGER
GLOB_LEISTUNG.BETRAG  BIGINT
GLOB_LEISTUNG.MENGE  INTEGER
GLOB_LEISTUNG.EINMALIG  INTEGER
GLOB_LEISTUNG.EINM_STATUS  INTEGER
GLOB_LEISTUNG.DATUM  INTEGER
GLOB_LEISTUNG.TAEGLICH  INTEGER
GLOB_LEISTUNG.PROPERSON  INTEGER
GLOB_LEISTUNG.PA_ANREISE  DATE
GLOB_LEISTUNG.PA_ABREISE  DATE
GLOB_LEISTUNG.PA_DATUM  DATE
GLOB_LEISTUNG.TA_STATUS  INTEGER
GLOB_LEISTUNG.ERF_DATUM  DATE
GLOB_LEISTUNG.ERF_USERID  INTEGER
GLOB_LEISTUNG.KOR_DATUM  DATE
GLOB_LEISTUNG.KOR_ZEIT  TIME
GLOB_LEISTUNG.KOR_USERID  INTEGER
GLOB_LEISTUNG.ERF_ZEIT  TIME
GLOB_LEISTUNG.ABTAGE  INTEGER
GLOB_LEISTUNG.BISTAGE  INTEGER
GLOB_LEISTUNG.MAND_NR  INTEGER
GLOB_LEISTUNG.PERS_LEIST  SMALLINT
GLOB_LEISTUNG.PERS1  BIGINT
GLOB_LEISTUNG.PERS2  BIGINT
GLOB_LEISTUNG.PERS3  BIGINT
GLOB_LEISTUNG.PERS4  BIGINT
GLOB_LEISTUNG.PERS5  BIGINT
GLOB_LEISTUNG.PERS6  BIGINT
GLOB_LEISTUNG.PERS7  BIGINT
GLOB_LEISTUNG.PERS8  BIGINT
GLOB_LEISTUNG.PERS9  BIGINT
GLOB_LEISTUNG.PERS10  BIGINT
GLOB_LEISTUNG.OHNE_NULL_BETR  SMALLINT
GLOB_LEISTUNG.NO_AUTO_WOHER  SMALLINT
GLOB_LEISTUNG.BETRAG_PROZ  SMALLINT
GLOB_LEISTUNG.OBJEKT_NR  INTEGER
GLOB_LEISTUNG.ZEITRAUM_VERWENDEN  SMALLINT
GLOB_LEISTUNG.ANREISE_VON  DATE
GLOB_LEISTUNG.ANREISE_BIS  DATE
GLOB_SPLITTING.LNR  INTEGER
GLOB_SPLITTING.LEISTUNG_LNR  INTEGER
GLOB_SPLITTING.SAISON_LNR  INTEGER
GLOB_SPLITTING.BETRAG  BIGINT
GLOB_SPLITTING.MENGE  INTEGER
GLOB_SPLITTING.EINMALIG  INTEGER
GLOB_SPLITTING.EINM_STATUS  INTEGER
GLOB_SPLITTING.DATUM  INTEGER
GLOB_SPLITTING.TAEGLICH  INTEGER
GLOB_SPLITTING.PROPERSON  INTEGER
GLOB_SPLITTING.PAS_AKTIV  INTEGER
GLOB_SPLITTING.PA_ANREISE  DATE
GLOB_SPLITTING.PA_ABREISE  DATE
GLOB_SPLITTING.PA_DATUM  DATE
GLOB_SPLITTING.TA_STATUS  INTEGER
GLOB_SPLITTING.ERF_DATUM  DATE
GLOB_SPLITTING.ERF_USERID  INTEGER
GLOB_SPLITTING.KOR_DATUM  DATE
GLOB_SPLITTING.KOR_ZEIT  TIME
GLOB_SPLITTING.KOR_USERID  INTEGER
GLOB_SPLITTING.ERF_ZEIT  TIME
GLOB_SPLITTING.ABTAGE  INTEGER
GLOB_SPLITTING.BISTAGE  INTEGER
GLOB_SPLITTING.AUFPERSON  INTEGER
GLOB_SPLITTING.BETRAG_PROZ  SMALLINT
GLOB_SPLITTING.ARRANG_LNR  INTEGER
GLOB_SPLITTING.SORT_NR  INTEGER
GLOB_SPLITTING.BRUTTO_NETTO  INTEGER
GLOB_SPLITTING.PROZ_VOM_REDUZ_BETR  INTEGER
GLOB_SPLITTING.DATUM_OK  SMALLINT
GLOB_SPLITTING.VONDATUM  DATE
GLOB_SPLITTING.BISDATUM  DATE
GLOB_SPLITTING.WOCHENTAG_OK  SMALLINT
GLOB_SPLITTING.WOCHENTAG_MO  SMALLINT
GLOB_SPLITTING.WOCHENTAG_DI  SMALLINT
GLOB_SPLITTING.WOCHENTAG_MI  SMALLINT
GLOB_SPLITTING.WOCHENTAG_DO  SMALLINT
GLOB_SPLITTING.WOCHENTAG_FR  SMALLINT
GLOB_SPLITTING.WOCHENTAG_SA  SMALLINT
GLOB_SPLITTING.WOCHENTAG_SO  SMALLINT
GLOB_SPLITTING.PROZENT_VON_AUF_H  INTEGER
GLOB_SPLITTING.SPLITT_NICHT_SICHTBAR  INTEGER
GR_RES_ZUS.LNR  INTEGER
GR_RES_ZUS.VERK_LNR  INTEGER
